net,length_um
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[18\],22.96
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[6\],22.94
_07339_,22.93
_08318_,22.93
_01247_,22.92
_02527_,22.92
_03221_,22.92
_04149_,22.92
top_inst.deskew_buff_inst.col_input\[93\],22.92
net640,22.92
_01460_,22.9
_04160_,22.9
top_inst.grid_inst.rows\[1\].cols\[2\].pe_inst.weight_reg\[5\],22.9
_03095_,22.89
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[26\],22.89
_05849_,22.84
_07937_,22.84
_10753_,22.84
net467,22.84
net542,22.84
_03280_,22.82
_09777_,22.82
_09551_,22.815
_01268_,22.8
_03157_,22.8
_03913_,22.8
_05385_,22.8
top_inst.deskew_buff_inst.col_input\[6\],22.8
_02299_,22.78
_04420_,22.78
_05563_,22.775
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[22\],22.76
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[20\],22.76
net907,22.76
net995,22.76
_06360_,22.75
_04154_,22.74
_04921_,22.74
_07479_,22.72
_05524_,22.7
_08500_,22.7
net169,22.7
net762,22.7
_01608_,22.68
_01903_,22.68
_02494_,22.68
_07703_,22.68
_08954_,22.68
_08978_,22.68
net549,22.68
_09522_,22.66
_11500_,22.66
top_inst.deskew_buff_inst.col_input\[89\],22.66
_03275_,22.64
_08798_,22.64
_11005_,22.64
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[3\],22.64
_06692_,22.62
_06711_,22.62
_10010_,22.62
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[17\],22.62
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[10\],22.62
_04287_,22.6
net994,22.59
_03870_,22.58
_08522_,22.58
_08929_,22.58
_02954_,22.56
_05881_,22.56
_06781_,22.56
_06966_,22.56
net477,22.56
_01594_,22.54
_07169_,22.52
_10782_,22.52
_11645_,22.52
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[23\],22.52
_01572_,22.5
_03630_,22.5
_04134_,22.5
_07147_,22.5
_09725_,22.5
top_inst.axis_in_inst.inbuf_bus\[0\],22.5
clknet_leaf_73_clk,22.5
_03529_,22.495
_08638_,22.495
_03534_,22.48
_05515_,22.48
_06797_,22.48
_08469_,22.48
_08872_,22.46
_09311_,22.4
_02148_,22.38
_07248_,22.38
_07659_,22.38
_10789_,22.38
_11520_,22.38
_09673_,22.36
_01236_,22.34
_02193_,22.34
_06354_,22.34
_09268_,22.34
_09576_,22.34
_04380_,22.32
_10788_,22.32
_03403_,22.3
_05856_,22.3
_08965_,22.3
_10235_,22.3
_10579_,22.3
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[25\],22.3
net391,22.3
_04005_,22.28
_04326_,22.28
_08714_,22.28
_06429_,22.26
_09791_,22.26
_09853_,22.26
net422,22.26
_07203_,22.24
_09388_,22.24
_02337_,22.22
_06010_,22.22
_06322_,22.22
_07927_,22.22
_09341_,22.22
_02380_,22.2
_05462_,22.2
_10486_,22.2
top_inst.axis_out_inst.out_buff_data\[98\],22.2
_04097_,22.18
_10066_,22.18
_10156_,22.18
_05919_,22.16
_07387_,22.16
_01429_,22.14
_01697_,22.14
_05407_,22.14
_05864_,22.14
_06479_,22.14
_08210_,22.14
_10324_,22.14
_11534_,22.14
net705,22.14
_04338_,22.13
_02772_,22.12
_04118_,22.12
_09256_,22.12
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[17\],22.09
_03633_,22.08
top_inst.grid_inst.data_path_wires\[6\]\[6\],22.08
_09469_,22.075
_09477_,22.06
net780,22.06
_02394_,22.04
_02560_,22.04
_06615_,22.04
_10907_,22.04
net270,22.04
net485,22.04
_02505_,22.02
net225,22.02
_02053_,22
_07852_,22
_01833_,21.98
_06306_,21.98
_08280_,21.98
top_inst.deskew_buff_inst.col_input\[66\],21.98
_09205_,21.96
_11377_,21.96
_08432_,21.94
_01688_,21.92
_02681_,21.92
_08642_,21.92
_10946_,21.92
_02345_,21.9
_03490_,21.9
_01650_,21.88
_06443_,21.88
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[29\],21.88
_09270_,21.86
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[17\],21.86
_02957_,21.85
_01354_,21.84
_02748_,21.84
_08411_,21.84
_10800_,21.84
top_inst.grid_inst.data_path_wires\[16\]\[2\],21.84
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[16\],21.82
net350,21.82
_02403_,21.8
_08466_,21.8
top_inst.axis_out_inst.out_buff_data\[119\],21.79
_06331_,21.78
_09315_,21.78
_10481_,21.78
_10655_,21.78
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[13\],21.78
_01841_,21.76
_08520_,21.76
_04007_,21.74
_05347_,21.74
_05471_,21.74
_06235_,21.74
_09947_,21.74
_09348_,21.72
_09492_,21.72
_10632_,21.72
net357,21.72
net439,21.72
_02216_,21.7
_04926_,21.7
_07461_,21.7
_07495_,21.7
_06025_,21.68
_05855_,21.665
_02825_,21.66
_03472_,21.66
_06518_,21.66
_08614_,21.66
_09630_,21.66
_11672_,21.66
net673,21.66
_09305_,21.64
_04299_,21.635
_07790_,21.635
_00723_,21.625
_02714_,21.62
_07318_,21.62
_11493_,21.62
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[3\],21.62
_02244_,21.6
_05472_,21.6
_08585_,21.6
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[15\],21.6
_02710_,21.58
_06127_,21.58
_07174_,21.58
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[31\],21.58
_02840_,21.56
_09636_,21.54
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.weight_reg\[5\],21.535
_06085_,21.525
_02127_,21.52
_11375_,21.52
_07698_,21.51
_10867_,21.51
_03103_,21.5
_03176_,21.5
_03438_,21.5
_05556_,21.5
_11558_,21.5
_03022_,21.49
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[11\],21.49
_02640_,21.47
_06655_,21.46
_07458_,21.46
_07367_,21.44
_09973_,21.44
net700,21.44
_02629_,21.435
_06104_,21.42
_08018_,21.4
_09998_,21.4
_11539_,21.39
_02488_,21.38
_04152_,21.38
_06507_,21.38
_06555_,21.38
_10289_,21.38
_02355_,21.36
_07990_,21.36
_09273_,21.36
_09433_,21.36
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[3\],21.36
net365,21.36
_10357_,21.355
_03183_,21.34
_03192_,21.34
_06844_,21.34
_07404_,21.34
net503,21.34
_07558_,21.32
_03809_,21.3
top_inst.deskew_buff_inst.col_input\[91\],21.3
_07113_,21.28
_07130_,21.28
_09499_,21.28
_03625_,21.27
_07759_,21.27
_02637_,21.26
_04030_,21.26
_04278_,21.26
_06231_,21.26
_07340_,21.26
_03284_,21.24
_09602_,21.24
top_inst.deskew_buff_inst.col_input\[52\],21.24
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[22\],21.24
_03459_,21.22
_07858_,21.22
_09144_,21.22
_05552_,21.2
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[28\],21.2
_02100_,21.18
_11215_,21.18
_05902_,21.16
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[19\],21.16
net394,21.15
_02356_,21.14
_03224_,21.12
_08114_,21.12
net879,21.12
_01476_,21.1
_02477_,21.1
_09476_,21.1
_09799_,21.1
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[13\],21.1
_01924_,21.08
_09931_,21.08
net797,21.07
_05791_,21.06
_08948_,21.06
_03958_,21.05
_01508_,21.04
_05786_,21.02
_11573_,21.02
_11581_,21.02
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[11\],21.02
_03449_,21
_05504_,21
_06855_,21
_06868_,21
_07463_,21
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[3\],21
_09390_,20.99
_01565_,20.98
_03135_,20.96
_06534_,20.96
_07156_,20.96
_10160_,20.955
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[4\],20.94
net632,20.94
_07362_,20.935
_02422_,20.92
_02617_,20.92
_02810_,20.92
_05668_,20.92
_05959_,20.92
net945,20.92
_01976_,20.9
_09030_,20.9
_10808_,20.9
_03519_,20.88
_05543_,20.88
_05871_,20.88
_08966_,20.88
_08632_,20.875
_10551_,20.86
net647,20.86
_01239_,20.85
_10237_,20.84
_02120_,20.82
net590,20.82
net846,20.82
_05373_,20.78
_06865_,20.78
_10250_,20.78
_10965_,20.78
_04255_,20.76
_07401_,20.76
_07732_,20.76
net207,20.74
net940,20.74
_02678_,20.72
_06667_,20.72
_11076_,20.72
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[26\],20.72
net903,20.72
_03343_,20.7
_04301_,20.7
_11348_,20.7
top_inst.deskew_buff_inst.col_input\[90\],20.7
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[14\],20.7
_03463_,20.68
_04293_,20.68
_08366_,20.68
_01219_,20.66
_03538_,20.66
_05338_,20.66
_05429_,20.66
_05720_,20.66
_06100_,20.66
_09893_,20.66
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[16\],20.66
_02593_,20.64
_09899_,20.64
_11250_,20.64
_02407_,20.635
_11043_,20.63
net955,20.62
_01283_,20.6
_08297_,20.6
_09262_,20.6
clknet_leaf_33_clk,20.6
top_inst.deskew_buff_inst.col_input\[67\],20.58
net585,20.58
_01959_,20.56
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[27\],20.56
_11260_,20.555
_03150_,20.54
_03560_,20.54
_09370_,20.54
top_inst.deskew_buff_inst.col_input\[99\],20.54
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[18\],20.54
net933,20.54
_07211_,20.52
_07664_,20.52
_11289_,20.52
_11347_,20.52
_10117_,20.51
_08103_,20.5
_08732_,20.5
_06474_,20.48
_07194_,20.48
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[9\],20.47
_02162_,20.46
_02401_,20.46
_05981_,20.46
_06290_,20.46
_10265_,20.46
_09427_,20.455
_02054_,20.44
_06826_,20.44
_06982_,20.44
_11036_,20.44
_08525_,20.42
_09107_,20.42
_02297_,20.4
_04296_,20.4
_07746_,20.4
_09924_,20.4
net393,20.38
_02378_,20.36
_02663_,20.36
_03052_,20.36
_04113_,20.36
_08403_,20.36
_09568_,20.36
_10120_,20.35
_06985_,20.34
_01072_,20.32
_01214_,20.32
_02429_,20.32
_07808_,20.32
_09976_,20.32
_10116_,20.32
_11477_,20.32
_11668_,20.32
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[18\],20.32
_01923_,20.3
_02363_,20.3
_02647_,20.3
_04114_,20.3
_07716_,20.3
_07137_,20.295
_04484_,20.28
_07010_,20.28
net850,20.28
_02450_,20.26
_07314_,20.26
net514,20.26
_06791_,20.25
_03972_,20.24
_08051_,20.24
_01323_,20.22
_06069_,20.22
_08769_,20.22
_10304_,20.2
net331,20.2
_06403_,20.19
_01554_,20.17
_06294_,20.16
_08722_,20.16
_11631_,20.16
_06756_,20.14
_01782_,20.13
_02654_,20.12
_04343_,20.12
top_inst.deskew_buff_inst.col_input\[82\],20.12
net826,20.12
_02738_,20.1
_05358_,20.1
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[8\],20.1
_03516_,20.08
_06016_,20.08
net268,20.08
_05642_,20.06
_09278_,20.06
_03481_,20.02
_01529_,20
_05379_,20
_01629_,19.98
_01731_,19.96
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[4\],19.96
_06259_,19.94
_08588_,19.94
net193,19.94
_04353_,19.935
_06467_,19.92
_06888_,19.92
_08230_,19.92
net872,19.9
net909,19.9
_11450_,19.89
_02395_,19.88
_06606_,19.88
_09326_,19.88
_09350_,19.88
_07834_,19.86
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[21\],19.86
_09391_,19.85
_06009_,19.84
_09448_,19.84
_08926_,19.82
top_inst.axis_out_inst.out_buff_data\[100\],19.82
_07702_,19.81
_08074_,19.81
_02308_,19.8
_02977_,19.8
_09816_,19.8
_10493_,19.8
_11382_,19.8
_03506_,19.78
_05414_,19.78
_08004_,19.78
top_inst.deskew_buff_inst.col_input\[85\],19.78
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[2\],19.78
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[12\],19.78
_08232_,19.77
net902,19.75
_06699_,19.74
_07297_,19.74
_10517_,19.74
net684,19.74
net756,19.74
_07228_,19.73
_05592_,19.72
_04906_,19.7
_05446_,19.7
_09680_,19.7
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[17\],19.7
net924,19.7
_07142_,19.69
_11308_,19.69
_07291_,19.68
_07384_,19.68
_07379_,19.66
_08319_,19.66
_09121_,19.66
_09952_,19.66
_11495_,19.66
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[12\],19.66
_10420_,19.64
_01520_,19.62
_08885_,19.62
top_inst.axis_in_inst.inbuf_bus\[18\],19.62
net865,19.62
net1007,19.62
_02451_,19.6
_06099_,19.6
_09542_,19.6
_07202_,19.59
_03977_,19.58
_05904_,19.58
_09607_,19.58
_10301_,19.58
_10905_,19.58
net418,19.58
_05578_,19.575
_02914_,19.54
_03836_,19.52
_04304_,19.52
_09443_,19.52
_01364_,19.5
_01738_,19.5
_02202_,19.5
_03433_,19.5
_03612_,19.5
_06463_,19.5
_09709_,19.5
_11624_,19.5
_00763_,19.485
_01374_,19.485
_03428_,19.48
_08509_,19.48
_08528_,19.48
_08931_,19.48
_10396_,19.48
output_tdata[98],19.48
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[27\],19.48
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[20\],19.48
_01927_,19.47
_01471_,19.46
_01617_,19.46
_07486_,19.46
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[17\],19.46
net743,19.46
_03243_,19.44
_08410_,19.44
_09288_,19.44
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[15\],19.44
_04070_,19.4
_07249_,19.4
_07963_,19.4
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[26\],19.4
_02046_,19.38
_02801_,19.38
_06527_,19.38
_09532_,19.38
_03400_,19.36
_04437_,19.36
_09863_,19.36
_11092_,19.36
net354,19.36
_02746_,19.34
_06814_,19.34
_01792_,19.32
_05479_,19.32
_07728_,19.32
_07820_,19.32
top_inst.axis_out_inst.out_buff_data\[69\],19.32
clknet_leaf_20_clk,19.32
net916,19.32
_01622_,19.315
_05938_,19.3
_06037_,19.3
_08106_,19.3
_01407_,19.28
_01879_,19.28
_03309_,19.28
_05614_,19.28
_09362_,19.28
_09535_,19.28
_10507_,19.28
net941,19.28
_03671_,19.26
_07864_,19.26
_00457_,19.245
_06438_,19.24
_10737_,19.24
net501,19.24
_01264_,19.22
_10913_,19.22
_10677_,19.21
_03108_,19.2
_10511_,19.2
_11447_,19.2
_02080_,19.19
_01980_,19.18
_05580_,19.18
_08943_,19.18
_11027_,19.18
_05872_,19.16
_06751_,19.16
_01248_,19.15
_02837_,19.14
_06132_,19.14
_11313_,19.14
_02443_,19.135
_01957_,19.12
_07348_,19.12
_10169_,19.12
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[5\],19.12
net606,19.1
_03227_,19.08
_04106_,19.08
_04493_,19.08
_07839_,19.08
_01286_,19.06
_05526_,19.06
_06439_,19.06
_07577_,19.06
_03229_,19.04
_07298_,19.04
_09554_,19.04
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[9\],19.04
clknet_leaf_109_clk,19.04
_07118_,19.02
net811,19.02
top_inst.axis_out_inst.out_buff_data\[28\],19
net325,19
_04325_,18.98
_10531_,18.98
_10881_,18.98
net352,18.98
_01251_,18.96
_07396_,18.96
_08949_,18.96
_09557_,18.96
_11489_,18.96
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[7\],18.96
_07482_,18.94
_07700_,18.94
_08865_,18.94
_10908_,18.94
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[23\],18.94
net657,18.94
_08537_,18.93
_03596_,18.92
_04239_,18.92
_04357_,18.92
_06430_,18.92
_06676_,18.92
_08889_,18.92
_11462_,18.92
net171,18.92
_02833_,18.9
_07421_,18.9
_09229_,18.9
_10587_,18.9
_10876_,18.9
top_inst.axis_in_inst.inbuf_bus\[12\],18.9
_02277_,18.88
_06532_,18.88
_02983_,18.86
_03994_,18.86
_07731_,18.86
_10922_,18.86
net168,18.86
_11068_,18.85
_02688_,18.8
_04180_,18.8
_08052_,18.8
_09559_,18.8
_10449_,18.8
_03217_,18.79
_01914_,18.78
_02927_,18.78
_03763_,18.78
top_inst.axis_out_inst.out_buff_data\[6\],18.78
_01511_,18.76
_01539_,18.76
_09282_,18.76
_02556_,18.74
_09956_,18.74
_06519_,18.72
_09435_,18.72
_11522_,18.72
_01178_,18.7
_01197_,18.7
_09060_,18.7
_10170_,18.7
top_inst.axis_out_inst.out_buff_data\[124\],18.7
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[18\],18.7
net377,18.7
net468,18.7
_06674_,18.68
_10397_,18.68
_01806_,18.66
_05943_,18.66
_06764_,18.66
_10771_,18.66
_11167_,18.66
_07661_,18.655
_01483_,18.65
_05550_,18.64
_10669_,18.64
top_inst.skew_buff_inst.row\[1\].output_reg\[3\],18.64
_02999_,18.62
_03772_,18.62
_04622_,18.62
_05683_,18.62
_05817_,18.62
_07588_,18.62
_09310_,18.61
_00762_,18.6
_02044_,18.6
_02107_,18.58
_02753_,18.58
_01368_,18.56
_10775_,18.56
_10911_,18.56
_10947_,18.56
_11101_,18.56
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[14\],18.56
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[9\],18.56
_04267_,18.54
_07219_,18.54
_11004_,18.54
_01532_,18.52
_02709_,18.52
_09654_,18.52
top_inst.axis_out_inst.out_buff_data\[68\],18.52
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[24\],18.52
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[8\],18.52
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[1\],18.52
net530,18.52
net600,18.52
_02387_,18.505
_02554_,18.5
_05512_,18.5
_06082_,18.5
top_inst.deskew_buff_inst.col_input\[7\],18.5
_01712_,18.48
_03023_,18.48
_05723_,18.48
_08324_,18.48
_09065_,18.48
_10884_,18.48
net230,18.48
_03452_,18.46
_04339_,18.46
_04901_,18.445
_02058_,18.44
_03440_,18.44
_09851_,18.44
_11093_,18.44
top_inst.skew_buff_inst.row\[3\].output_reg\[1\],18.44
_02142_,18.42
_01331_,18.4
_09515_,18.395
_02592_,18.38
_04446_,18.38
_07198_,18.375
_05593_,18.36
_06313_,18.36
_07039_,18.36
_08300_,18.36
_10656_,18.355
_02230_,18.34
_04377_,18.34
_05468_,18.34
_05476_,18.34
_07932_,18.34
_10330_,18.34
_10516_,18.34
_05310_,18.32
_07442_,18.32
_08397_,18.32
_09598_,18.32
_10328_,18.32
_11237_,18.32
_06964_,18.3
_05516_,18.29
_10354_,18.28
_11013_,18.28
top_inst.axis_out_inst.out_buff_data\[82\],18.28
top_inst.skew_buff_inst.row\[1\].output_reg\[4\],18.28
_06661_,18.26
_09645_,18.26
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[2\],18.26
_02766_,18.24
_10475_,18.24
_11290_,18.24
_01281_,18.22
_03359_,18.22
_04214_,18.22
_11413_,18.22
_01536_,18.2
_04046_,18.19
net769,18.18
net448,18.165
_03111_,18.16
_08010_,18.16
_10559_,18.16
_11362_,18.155
_11369_,18.14
_01896_,18.13
_02447_,18.12
_06792_,18.12
_10405_,18.12
_02323_,18.1
_05557_,18.1
_05850_,18.1
_07218_,18.1
_02988_,18.08
_08794_,18.08
_09105_,18.08
_09743_,18.08
_01678_,18.06
_01870_,18.06
_03193_,18.06
_03336_,18.06
_05818_,18.06
_08801_,18.06
_09908_,18.06
_10751_,18.06
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[0\],18.06
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[19\],18.06
_07209_,18.055
_10617_,18.045
_01382_,18.04
_06717_,18.04
_11712_,18.04
top_inst.axis_out_inst.out_buff_data\[55\],18.04
_09458_,18.025
_02099_,18.02
_03916_,18.02
_04045_,18.02
_05975_,18.02
_07302_,18.02
_07591_,18.02
_08365_,18.02
_08815_,18.02
_09608_,18.02
_11724_,18.02
top_inst.axis_out_inst.out_buff_data\[59\],18.02
top_inst.deskew_buff_inst.col_input\[92\],18.02
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[21\],18.02
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[20\],18.02
net926,18.02
_07684_,18
_07998_,18
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[27\],18
top_inst.grid_inst.rows\[3\].cols\[1\].pe_inst.weight_reg\[5\],18
_01275_,17.98
_01553_,17.98
_01801_,17.98
_01831_,17.98
_03806_,17.98
_11488_,17.98
net757,17.98
_06874_,17.96
_04080_,17.94
_06564_,17.94
_10755_,17.94
_03148_,17.93
_01250_,17.92
_03249_,17.92
_03781_,17.92
_06147_,17.92
_06225_,17.92
_05962_,17.9
_06748_,17.9
_11286_,17.9
net810,17.9
_05374_,17.88
_07309_,17.88
_09594_,17.88
_01631_,17.86
_05495_,17.86
_09800_,17.86
top_inst.axis_out_inst.out_buff_data\[64\],17.86
_03983_,17.85
_07344_,17.84
_09699_,17.84
_08944_,17.83
_05486_,17.82
_11097_,17.82
net304,17.8
_02041_,17.78
_08490_,17.78
_10070_,17.78
net742,17.78
_06668_,17.76
_06945_,17.76
_09238_,17.76
_10489_,17.76
_11202_,17.76
top_inst.axis_in_inst.inbuf_bus\[7\],17.76
_01470_,17.74
_01968_,17.74
_03752_,17.74
_06735_,17.74
_09395_,17.74
net731,17.74
_11480_,17.72
_05616_,17.7
_08275_,17.7
_09098_,17.7
_09852_,17.7
net697,17.7
_01769_,17.68
_05829_,17.68
_07096_,17.68
_10659_,17.68
top_inst.axis_in_inst.inbuf_bus\[10\],17.68
top_inst.deskew_buff_inst.col_input\[79\],17.68
net839,17.68
_03035_,17.66
_03171_,17.66
_10007_,17.66
_11018_,17.66
_02102_,17.64
_03362_,17.64
_07168_,17.64
_08827_,17.64
_09991_,17.64
_11084_,17.64
_01683_,17.62
_03787_,17.62
_03824_,17.62
_08552_,17.62
_10133_,17.62
top_inst.skew_buff_inst.row\[1\].has_delay.shift_reg\[0\]\[6\],17.62
_02695_,17.605
_01763_,17.6
_01886_,17.6
_02796_,17.6
_06466_,17.6
net1116,17.6
_01556_,17.58
_02267_,17.58
_03212_,17.58
_08273_,17.58
_08447_,17.58
_09540_,17.58
_10864_,17.58
net793,17.58
_00031_,17.56
_02660_,17.56
_02935_,17.56
_05002_,17.56
_06714_,17.56
_09967_,17.56
_10718_,17.56
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[4\],17.56
net461,17.56
_03478_,17.54
_07860_,17.54
_09641_,17.54
_11615_,17.54
net857,17.54
_10955_,17.525
_02194_,17.52
_02350_,17.52
_06345_,17.52
_07695_,17.52
_09324_,17.52
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[8\],17.52
clknet_leaf_4_clk,17.52
_09556_,17.505
_01902_,17.5
_05994_,17.5
_06255_,17.5
_08856_,17.5
_09758_,17.5
_09883_,17.5
net556,17.5
_01946_,17.48
_02419_,17.48
_05529_,17.48
_06783_,17.48
_08091_,17.48
_10019_,17.48
_03190_,17.46
_05603_,17.46
_11517_,17.46
_05425_,17.44
_11456_,17.44
_00772_,17.425
_02196_,17.42
_05334_,17.42
_08198_,17.42
_02406_,17.4
_03524_,17.4
_06570_,17.4
top_inst.axis_out_inst.out_buff_data\[120\],17.4
top_inst.axis_out_inst.out_buff_data\[15\],17.4
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[28\],17.4
_06753_,17.39
_03563_,17.38
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[13\],17.365
_02708_,17.36
_04322_,17.36
_08749_,17.36
top_inst.axis_out_inst.out_buff_data\[101\],17.36
net310,17.36
_03168_,17.34
_10333_,17.34
_11195_,17.34
_02310_,17.32
_03198_,17.32
_05638_,17.32
_06772_,17.32
_07803_,17.32
_10458_,17.32
_10544_,17.32
net951,17.32
_05695_,17.3
_06526_,17.3
_08618_,17.3
_09068_,17.3
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[10\],17.3
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[14\],17.3
_01591_,17.28
_09911_,17.28
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[28\],17.28
_09335_,17.26
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[18\],17.26
_03496_,17.24
_06978_,17.24
clknet_leaf_0_clk,17.24
net686,17.24
_07459_,17.22
_10118_,17.22
_01708_,17.2
_01864_,17.2
_03594_,17.2
_04400_,17.2
_10422_,17.2
net914,17.2
_05958_,17.18
_07350_,17.18
_08814_,17.18
_09400_,17.18
_10980_,17.18
_11409_,17.18
_11658_,17.18
net895,17.18
_01812_,17.16
_04349_,17.16
_06480_,17.16
_09086_,17.16
_10979_,17.16
_11433_,17.16
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[20\],17.16
net891,17.16
_03432_,17.14
_04482_,17.14
_05489_,17.14
_06382_,17.14
_10091_,17.14
_10941_,17.14
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[13\],17.14
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[16\],17.14
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[6\],17.14
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[15\],17.14
net553,17.14
net864,17.14
net1015,17.14
_01571_,17.13
_06174_,17.12
_08295_,17.12
net415,17.12
_08444_,17.115
_01285_,17.1
_04307_,17.1
_05525_,17.1
_05626_,17.1
_08036_,17.1
_09855_,17.1
_10675_,17.1
_11204_,17.1
_03606_,17.08
_04036_,17.08
_06664_,17.08
_07893_,17.08
_10827_,17.08
_10482_,17.07
_06271_,17.06
_10135_,17.06
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.weight_reg\[5\],17.06
net896,17.06
net332,17.045
_02794_,17.04
_04274_,17.04
_05179_,17.04
_08772_,17.04
_01911_,17.02
_02266_,17.02
_04486_,17.02
